"","X","zpid","zipcode","latitude","longitude","propertyTaxRate","hasAssociation","age","latestPrice","numPriceChanges","lotSizeSqFt","livingAreaSqFt","avgSchoolRating","numOfBathrooms","numOfBedrooms"
"11115",13245,29508164,78739,30.1854400634766,-97.8981475830078,1.98,1,28,575000,2,7840,3642,9,4,5
"11116",13246,29496776,78749,30.2049827575684,-97.8758392333984,1.98,1,23,264900,4,8755,2120,9,3,3
"11117",13247,29505158,78739,30.1912174224854,-97.8893127441406,1.98,1,32,439900,1,12196.8,2435,9,3,3
"11118",13248,29329902,78703,30.2812690734863,-97.7638626098633,1.98,0,42,1200000,3,6490,2192,6,3,3
"11119",13249,58314628,78745,30.2147750854492,-97.8140182495117,1.98,0,45,439950,1,6969,1504,4,2,3
"11120",13250,29495775,78749,30.2026195526123,-97.8468933105469,1.98,0,38,189921,3,6098,1220,4.66666666666667,2,3
"11121",13251,58314626,78745,30.2133960723877,-97.8146743774414,1.98,0,45,375000,7,16117.2,1496,4,3,3
"11122",13252,119631154,78739,30.1833763122559,-97.9068145751953,1.98,1,8,441385,8,9975,2825,9,3,4
"11123",13253,29496773,78749,30.2047214508057,-97.8762969970703,1.98,1,23,425000,1,11761.2,2166,9,3,4
"11124",13254,64856154,78739,30.1875133514404,-97.9033050537109,1.98,1,19,665000,2,8799,3675,8.66666666666667,4,4
"11125",13255,29483125,78745,30.2177867889404,-97.8065643310547,1.98,0,51,439900,3,10149,1580,4.66666666666667,2,3
"11126",13256,29332058,78703,30.2867088317871,-97.7618026733398,1.98,0,86,499000,8,5924,1885,7,3,3
"11127",13257,29499269,78749,30.2001342773438,-97.8473129272461,1.98,0,36,4e+05,4,5749,1523,6.66666666666667,2,3
"11128",13258,29330052,78703,30.2837009429932,-97.7723236083984,1.98,0,5,2195000,1,9365,3468,7,6,4
"11129",13259,58314624,78745,30.2135105133057,-97.8142013549805,1.98,0,46,430000,4,10890,1420,4,2,3
"11130",13260,29495768,78749,30.203088760376,-97.8478622436523,1.98,0,38,275000,1,6011,1220,4.66666666666667,2,3
"11131",13261,29505148,78739,30.1885623931885,-97.893684387207,1.98,1,33,439999,3,7884,2725,9,3,3
"11132",13262,29332051,78703,30.2875308990479,-97.76123046875,1.98,0,63,499000,1,5749,1146,7,2,3
"11133",13263,29499766,78749,30.1983699798584,-97.8605651855469,1.98,1,25,310000,3,6054,1890,6.66666666666667,3,3
"11134",13264,58314622,78745,30.2130241394043,-97.8140106201172,1.98,0,46,350000,2,14374.8,1221,4,2,3
"11135",13265,64565145,78739,30.1881008148193,-97.9064102172852,1.98,1,18,499999,12,14374.8,4175,8.66666666666667,4,5
"11136",13266,29333550,78703,30.2930965423584,-97.756462097168,1.98,0,20,2795000,4,11325.6,5669,7,6,4
"11137",13267,29499264,78749,30.200704574585,-97.8468856811523,1.98,0,36,325000,1,5749,1704,6.66666666666667,2,3
"11138",13268,58314621,78745,30.2129039764404,-97.8142166137695,1.98,0,46,225000,6,8712,1368,4,2,4
"11139",13270,29332049,78703,30.2885417938232,-97.7630386352539,1.98,0,13,699000,13,6534,1974,7,3,4
"11140",13271,29496264,78749,30.2068824768066,-97.8717880249023,1.98,1,24,335000,7,6577,1932,9,3,3
"11141",13272,58313621,78745,30.2211971282959,-97.7963714599609,1.98,0,61,349000,1,11761.2,1368,4.66666666666667,2,3
"11142",13273,29505142,78739,30.1884536743164,-97.8944702148438,1.98,1,34,325000,5,9147,3311,9,4,5
"11143",13274,2094282548,78703,30.2866172790527,-97.7587738037109,1.98,0,82,2150000,2,12632.4,4381,7,6,4
"11144",13275,29496263,78749,30.2069969177246,-97.8718948364258,1.98,1,25,390000,2,6795,1772,9,2,3
"11145",13276,29485121,78745,30.2136764526367,-97.7875061035156,1.98,0,51,420000,2,9583,1566,4,2,4
"11146",13277,29335046,78703,30.2935924530029,-97.7581176757812,1.98,0,74,965000,10,17859.6,3469,7,5,4
"11147",13278,29505140,78739,30.1882266998291,-97.8943023681641,1.98,1,34,465000,2,6290,2070,9,3,3
"11148",13279,58314953,78745,30.2116584777832,-97.8132095336914,1.98,0,49,445000,1,11325.6,1610,4,2,4
"11149",13281,29326492,78746,30.2706298828125,-97.7798843383789,1.98,0,18,2500000,5,17424,4937,8.5,4,5
"11150",13282,29486118,78745,30.2095508575439,-97.809700012207,1.98,0,49,390000,3,8189,1685,4,2,3
"11151",13283,29508138,78739,30.1862297058106,-97.901123046875,1.98,1,23,675000,1,14374.8,3568,8.66666666666667,4,4
"11152",13284,29505138,78739,30.1883220672607,-97.8938980102539,1.98,1,34,484900,1,8058,2866,9,3,4
"11153",13285,58314117,78745,30.2185764312744,-97.8091583251953,1.98,0,50,485000,2,8712,1986,4.66666666666667,2,4
"11154",13286,29334041,78703,30.2909641265869,-97.7723236083984,1.98,0,82,1090000,3,11761.2,1761,7,2,2
"11155",13287,58314116,78745,30.2184200286865,-97.809326171875,1.98,0,50,420000,4,9626,1599,4.66666666666667,2,4
"11156",13289,29496759,78749,30.2062969207764,-97.8740463256836,1.98,1,22,410000,4,6882,2058,9,3,3
"11157",13290,29334039,78703,30.2912502288818,-97.7720413208008,1.98,0,70,1035000,6,8755,2176,7,2,3
"11158",13291,29505131,78739,30.1883506774902,-97.8955154418945,1.98,1,28,649000,5,12196.8,3269,9,3,4
"11159",13292,29499757,78749,30.1982192993164,-97.8592071533203,1.98,1,25,339000,3,6316,1661,6.66666666666667,2,3
"11160",13293,29333539,78703,30.2893867492676,-97.7678604125977,1.98,0,33,1029000,4,6795,2304,7,2.5,4
"11161",13294,29508123,78739,30.1861991882324,-97.9001617431641,1.98,1,23,519000,2,10715,3332,8.66666666666667,4,4
"11162",13295,29496252,78749,30.2084293365479,-97.8698883056641,1.98,1,21,399000,3,7927,2152,8,4,4
"11163",13296,125090614,78745,30.2098808288574,-97.7945251464844,1.98,1,7,4e+05,6,7797,2185,4,3,4
"11164",13297,58312614,78745,30.2295036315918,-97.7953491210938,1.98,0,61,439900,5,10802,1495,4,2,2
"11165",13298,29505115,78739,30.1887454986572,-97.8950653076172,1.98,1,34,550000,3,8494,3421,9,4,5
"11166",13299,58315251,78749,30.2085380554199,-97.8732452392578,1.98,1,23,424500,3,7492,2387,9,3,4
"11167",13300,29486114,78745,30.2091293334961,-97.8090515136719,1.98,0,49,194900,7,6534,1241,4,2,3
"11168",13301,58315249,78749,30.205358505249,-97.8685073852539,1.98,1,21,420000,3,9147,2261,8,3,4
"11169",13303,29334029,78703,30.2924118041992,-97.7739486694336,1.98,0,74,635000,3,12632.4,2182,7,3,4
"11170",13304,29499749,78749,30.1986789703369,-97.859130859375,1.98,1,24,354900,3,6359,1772,6.66666666666667,3,3
"11171",13305,29502113,78739,30.1934452056885,-97.8891677856445,1.98,1,34,575000,2,10280,3154,9,3,4
"11172",13307,29483113,78745,30.2157459259033,-97.8057479858398,1.98,0,53,489000,1,7797,1384,4.66666666666667,2,3
"11173",13309,29499746,78749,30.1988391876221,-97.8595886230469,1.98,1,25,375000,1,6446,1945,6.66666666666667,3,3
"11174",13310,29332024,78703,30.2878437042236,-97.7590866088867,1.98,0,71,2450000,1,17424,3575,7,4,3
"11175",13311,58314610,78745,30.2138290405273,-97.8159255981445,1.98,0,44,359900,3,6795,1511,4.66666666666667,2,3
"11176",13312,119624606,78739,30.1823959350586,-97.9064407348633,1.98,1,9,439900,1,6534,1967,9,3,4
"11177",13313,29496246,78749,30.2036437988281,-97.8581390380859,1.98,1,24,420000,2,6403,2183,6.66666666666667,3,4
"11178",13315,29482953,78745,30.2151317596436,-97.789176940918,1.98,0,50,390000,3,15246,1756,4,2,4
"11179",13316,29505105,78739,30.1875,-97.895751953125,1.98,1,28,475000,3,7535,2530,9,3,4
"11180",13317,29499245,78749,30.2002220153809,-97.8476104736328,1.98,0,36,395000,1,5749,1974,6.66666666666667,3,3
"11181",13319,58314605,78745,30.2142200469971,-97.8150863647461,1.98,0,46,324900,3,9888,1374,4.66666666666667,2,3
"11182",13320,29502101,78739,30.1932907104492,-97.8901901245117,1.98,1,34,369500,1,7971,1973,9,3,3
"11183",13321,29329894,78703,30.2823963165283,-97.7585372924805,1.98,0,13,1095000,1,5270,2280,6,3,3
"11184",13322,29482105,78745,30.2177066802979,-97.7943572998047,1.98,0,58,420000,3,8712,2295,4.66666666666667,3,4
"11185",13323,64914098,78739,30.1870307922363,-97.8996353149414,1.98,1,16,625000,4,9975,3562,8.66666666666667,4,5
"11186",13325,29496245,78749,30.2038383483887,-97.8581237792969,1.98,1,25,437500,5,10759,2493,6.66666666666667,3,4
"11187",13326,249078595,78739,30.1863594055176,-97.8983917236328,1.98,1,27,550000,1,9583,2869,9,3,4
"11188",13327,29482103,78745,30.2179069519043,-97.7947616577148,1.98,0,59,525000,2,8712,1713,4.66666666666667,2,4
"11189",13328,29505094,78739,30.1897697448731,-97.8935623168945,1.98,1,34,425000,1,9016,2568,9,3,4
"11190",13329,29496742,78749,30.2055435180664,-97.8739166259766,1.98,1,22,474000,2,12196.8,2401,9,3,4
"11191",13330,29480101,78745,30.222131729126,-97.7893600463867,1.98,0,63,320000,4,7841,1650,4,2,3
"11192",13331,29508090,78739,30.1836986541748,-97.8934936523438,1.98,1,26,489000,1,7492,3024,9,3,4
"11193",13332,29495738,78749,30.2047786712646,-97.8495407104492,1.98,0,36,297000,3,6054,1331,4.66666666666667,2,3
"11194",13333,58313595,78745,30.2231693267822,-97.7934494018555,1.98,0,48,495000,3,12196.8,1922,4,3,3
"11195",13334,29327392,78703,30.2760601043701,-97.7602462768555,1.98,0,110,769000,7,3963,2917,6,4,4
"11196",13335,29505084,78739,30.1892147064209,-97.8946304321289,1.98,1,33,439000,5,7797,2646,9,4,4
"11197",13336,29496735,78749,30.2069244384766,-97.8733139038086,1.98,1,22,276000,6,5749,2311,9,3,4
"11198",13337,29482094,78745,30.2190475463867,-97.791618347168,1.98,0,60,329000,3,7840,1222,4.66666666666667,2,3
"11199",13338,119615580,78739,30.1825256347656,-97.9055480957031,1.98,1,9,525000,2,7000,2681,9,3,4
"11200",13339,29331506,78703,30.2857322692871,-97.7587890625,1.98,0,57,905000,7,7361,1582,7,2,3
"11201",13340,29482091,78745,30.2185249328613,-97.7914428710938,1.98,0,60,499000,1,11761.2,1248,4.66666666666667,1,3
"11202",13341,29495735,78749,30.204870223999,-97.8500137329102,1.98,0,36,309000,7,6011,1571,4.66666666666667,3,3
"11203",13342,29510577,78739,30.1808319091797,-97.8900299072266,1.98,1,25,539900,1,10541,2724,9,3,4
"11204",13343,29482090,78745,30.2181053161621,-97.7915267944336,1.98,0,60,299900,6,9452,1610,4.66666666666667,2,3
"11205",13344,29335389,78703,30.2935676574707,-97.777717590332,1.98,0,74,789650,6,8581,3428,7,4,5
"11206",13345,70335076,78739,30.188159942627,-97.9054565429688,1.98,1,17,569000,4,10541,3469,8.66666666666667,3.5,4
"11207",13346,29329881,78703,30.2815589904785,-97.7584991455078,1.98,0,87,848500,3,6490,1838,6,2,2
"11208",13347,29502075,78739,30.1928005218506,-97.8915939331055,1.98,1,33,325000,3,9365,2870,9,3,4
"11209",13348,29499233,78749,30.2002773284912,-97.8496246337891,1.98,0,35,365000,7,5950,2594,6.66666666666667,2.5,5
"11210",13349,89548588,78745,30.2140274047852,-97.8064117431641,1.98,1,14,420000,2,9016,2150,4,3,3
"11211",13350,29508074,78739,30.1831130981445,-97.8925552368164,1.98,1,27,429000,2,13939.2,2619,9,3,4
"11212",13351,29496005,78749,30.2055549621582,-97.851936340332,1.98,0,31,350000,1,14374.8,1905,4.66666666666667,3,4
"11213",13352,29327504,78703,30.2751750946045,-97.7558898925781,1.98,0,102,1200000,2,5227,2776,6,4,4
"11214",13354,29505074,78739,30.1899242401123,-97.8930969238281,1.98,1,33,415000,1,8712,2102,9,3,3
"11215",13356,64483573,78739,30.1899471282959,-97.9021072387695,1.98,1,16,388500,13,10890,3515,8.66666666666667,4,4
"11216",13357,29508071,78739,30.1827487945557,-97.8931121826172,1.98,1,27,475000,2,8973,3174,9,3.5,5
"11217",13358,29486087,78745,30.2107887268066,-97.8109130859375,1.98,0,49,269900,3,6316,1282,4,2,3
"11218",13359,29495724,78749,30.2048301696777,-97.8487548828125,1.98,0,35,310000,1,5662,1753,4.66666666666667,3,3
"11219",13360,58313583,78745,30.2232780456543,-97.7964782714844,1.98,0,55,475000,1,11325.6,1680,4.66666666666667,2,3
"11220",13361,29502071,78739,30.19260597229,-97.8936004638672,1.98,1,33,409000,5,7230,2049,9,3,3
"11221",13362,64719718,78749,30.1968307495117,-97.8550109863281,1.98,1,19,499990,1,9539,2847,6.66666666666667,3,5
"11222",13364,29485080,78745,30.2118434906006,-97.7863464355469,1.98,0,51,81000,5,10890,1248,4,2,3
"11223",13365,83829070,78739,30.1941871643066,-97.9039993286133,1.98,1,13,555000,1,9234,2470,8.66666666666667,3,4
"11224",13366,29496217,78749,30.2076015472412,-97.858642578125,1.98,1,24,349900,2,10454,1900,4.66666666666667,2,3
"11225",13367,29486079,78745,30.2116851806641,-97.8117752075195,1.98,0,49,159900,5,5967,1226,4,2,3
"11226",13368,29502070,78739,30.1927089691162,-97.8934173583984,1.98,1,34,579000,2,8799,3396,9,4,4
"11227",13370,2079609078,78745,30.2148380279541,-97.8098907470703,1.98,1,10,429000,1,9016,2093,4,3,3
"11228",13373,29496712,78749,30.2075729370117,-97.8739166259766,1.98,1,21,399000,2,8712,1772,9,2,3
"11229",13375,29480077,78745,30.2222309112549,-97.7905044555664,1.98,0,64,385000,1,7858,1252,4,2,3
"11230",13376,64433565,78739,30.1915874481201,-97.9042129516602,1.98,1,18,629900,1,12196.8,3880,8.66666666666667,4,5
"11231",13377,29499210,78749,30.2016468048096,-97.8472900390625,1.98,0,36,369000,2,5924,1596,6.66666666666667,3,3
"11232",13378,29486076,78745,30.2114448547363,-97.811279296875,1.98,0,49,350000,2,6098,1625,4,1,3
"11233",13379,29510564,78739,30.1809597015381,-97.8920059204102,1.98,1,24,459900,4,10193,2545,9,3,4
"11234",13380,29499706,78749,30.1994857788086,-97.8599472045898,1.98,1,25,415000,1,6534,2059,6.66666666666667,3,4
"11235",13381,2091055575,78745,30.2134571075439,-97.8061676025391,1.98,1,15,359900,2,9016,2282,4,3,4
"11236",13382,70343063,78739,30.1887798309326,-97.9069671630859,1.98,1,16,529000,2,10890,3204,8.66666666666667,4,4
"11237",13383,114405075,78745,30.2156162261963,-97.8100433349609,1.98,1,11,419900,4,9016,2242,4,3,4
"11238",13384,29496490,78749,30.2050819396973,-97.8665237426758,1.98,1,21,415000,1,7797,2311,8,3,3
"11239",13385,29505063,78739,30.1909790039062,-97.8928146362305,1.98,1,34,499900,4,9801,3072,9,4,4
"11240",13386,29496204,78749,30.2030277252197,-97.8562545776367,1.98,1,24,398000,5,8755,2179,6.66666666666667,3,4
"11241",13388,29496202,78749,30.2032718658447,-97.8560562133789,1.98,1,24,398000,2,6621,2186,6.66666666666667,2.5,3
"11242",13389,29510559,78739,30.1807975769043,-97.8930206298828,1.98,1,26,555000,1,20037.6,2539,9,3,3
"11243",13390,58313072,78745,30.2246437072754,-97.7861328125,1.98,0,64,394900,1,12196.8,1256,4,2,3
"11244",13391,29499701,78749,30.1992683410644,-97.8591918945312,1.98,1,25,340000,4,6795,1945,6.66666666666667,3,3
"11245",13392,29505056,78739,30.1908912658691,-97.8943786621094,1.98,1,34,424500,1,10868,2120,9,2,4
"11246",13393,29502055,78739,30.194221496582,-97.891845703125,1.98,1,34,489000,1,9692,2996,9,3,4
"11247",13394,29496201,78749,30.2034034729004,-97.8561553955078,1.98,1,24,359000,4,6534,2110,6.66666666666667,3,3
"11248",13395,29502054,78739,30.1940116882324,-97.8917617797852,1.98,1,34,445000,1,10515,2144,9,2,4
"11249",13396,29486091,78745,30.2103748321533,-97.8102798461914,1.98,0,49,379900,1,8668,1276,4,2,3
"11250",13397,29496197,78749,30.2040042877197,-97.856689453125,1.98,1,25,460000,2,9393,2698,6.66666666666667,3,4
"11251",13399,29486070,78745,30.2109622955322,-97.8102798461914,1.98,0,49,324500,3,6098,1247,4,2,3
"11252",13400,29508047,78739,30.1815929412842,-97.8912887573242,1.98,1,25,525000,2,13503.6,2518,9,2,4
"11253",13401,29486069,78745,30.2108821868896,-97.8101119995117,1.98,0,49,499900,1,6534,1400,4,2,3
"11254",13402,29499196,78749,30.202278137207,-97.8469924926758,1.98,0,36,334900,6,7318,1636,6.66666666666667,2,3
"11255",13404,70335046,78739,30.1888427734375,-97.9012908935547,1.98,1,17,598500,3,9016,3515,8.66666666666667,4,4
"11256",13405,2079582067,78745,30.2201652526856,-97.7889633178711,1.98,0,59,338000,2,7187,840,4,1,3
"11257",13406,29496696,78749,30.2082538604736,-97.8751220703125,1.98,1,22,440000,1,7535,2189,9,2,3
"11258",13407,70335045,78739,30.1894054412842,-97.9014205932617,1.98,1,17,639500,9,10890,3766,8.66666666666667,4,4
"11259",13408,29486066,78745,30.2106609344482,-97.8095703125,1.98,0,49,359777,3,6446,1358,4,2,4
"11260",13409,64463044,78739,30.1887722015381,-97.9034194946289,1.98,1,18,595000,1,14374.8,3540,8.66666666666667,3,5
"11261",13410,29485951,78745,30.2128257751465,-97.8109436035156,1.98,0,50,199000,6,5880,1042,4,2,3
"11262",13411,29499691,78749,30.2008819580078,-97.854118347168,1.98,1,22,315000,1,6229,1501,6.66666666666667,2,3
"11263",13412,29482064,78745,30.2192306518555,-97.7944412231445,1.98,0,60,339000,1,8276,1026,4.66666666666667,1,3
"11264",13413,29508042,78739,30.1820888519287,-97.8940887451172,1.98,1,27,375000,7,7623,2905,9,3,4
"11265",13414,29480064,78745,30.2231292724609,-97.7906799316406,1.98,0,64,799000,3,9801,1883,4,3,4
"11266",13415,58312563,78735,30.235237121582,-97.809211730957,1.98,0,60,299900,1,9365,2027,5.66666666666667,2,4
"11267",13416,29502040,78739,30.1949691772461,-97.8891983032227,1.98,1,34,4e+05,9,11325.6,3086,9,3,3
"11268",13417,29496189,78749,30.2034015655518,-97.8571014404297,1.98,1,24,397500,1,8537,2162,6.66666666666667,3,3
"11269",13418,29483060,78745,30.2168693542481,-97.8032989501953,1.98,0,51,395000,3,9060,1687,4.66666666666667,2,3
"11270",13419,70335036,78739,30.188814163208,-97.9023742675781,1.98,1,17,580000,2,10018,2800,8.66666666666667,2,4
"11271",13420,29482951,78745,30.2151203155518,-97.7886352539062,1.98,0,50,249997,8,15246,1555,4,2,4
"11272",13421,58312559,78735,30.2352695465088,-97.8100509643555,1.98,0,60,249900,5,9408,1105,5.66666666666667,1,2
"11273",13422,29505036,78739,30.1923446655273,-97.8917922973633,1.98,1,33,449000,6,8363,3615,9,4,5
"11274",13423,29499687,78749,30.2011909484863,-97.8546524047852,1.98,1,23,374500,3,6185,2023,6.66666666666667,3,4
"11275",13424,29482056,78745,30.2184810638428,-97.7929306030273,1.98,0,4,2e+05,8,6708,2403,4.66666666666667,3,4
"11276",13425,70335033,78739,30.1892986297607,-97.9026641845703,1.98,1,17,569900,3,10018,3515,8.66666666666667,4,4
"11277",13426,58314554,78745,30.2148685455322,-97.8159561157227,1.98,0,46,535000,2,8407,1420,4.66666666666667,2,3
"11278",13427,58314549,78745,30.2150917053223,-97.8150482177734,1.98,0,46,4e+05,3,9147,1420,4.66666666666667,2,3
"11279",13428,58316531,78739,30.1894645690918,-97.898323059082,1.98,1,20,665000,2,11761.2,3167,8.66666666666667,3,5
"11280",13429,29480049,78745,30.2238025665283,-97.7894287109375,1.98,0,63,325000,3,7230,1016,4,1,3
"11281",13430,29505027,78739,30.1911869049072,-97.8908157348633,1.98,1,33,379500,2,7579,2082,9,3,3
"11282",13431,64583675,78749,30.2034816741943,-97.8737640380859,1.98,1,18,425000,2,8712,2177,9,2,3
"11283",13432,29480047,78745,30.2239894866943,-97.7898025512695,1.98,0,63,674900,4,8145,1663,4,2,3
"11284",13433,29502027,78739,30.1958904266357,-97.8874740600586,1.98,1,21,429900,6,5749,1992,9,2,3
"11285",13434,29496174,78749,30.204532623291,-97.8566360473633,1.98,1,24,420000,5,8189,2918,6.66666666666667,3,4
"11286",13435,70335025,78739,30.188663482666,-97.90283203125,1.98,1,17,309500,14,8755,3237,8.66666666666667,4,4
"11287",13437,64465525,78739,30.1903667449951,-97.9009552001953,1.98,1,18,628000,4,8973,3372,8.66666666666667,4,4
"11288",13438,29482041,78745,30.2194290161133,-97.7925491333008,1.98,0,60,389000,3,11761.2,1272,4.66666666666667,2,3
"11289",13439,29496171,78749,30.2041606903076,-97.8562316894531,1.98,1,25,450000,2,7405,2046,6.66666666666667,2,3
"11290",13440,58316524,78739,30.1900691986084,-97.898567199707,1.98,1,20,524900,1,10585,3139,8.66666666666667,3,5
"11291",13441,58314038,78745,30.2199306488037,-97.8080139160156,1.98,0,51,379997,8,11761.2,2122,4.66666666666667,3,4
"11292",13442,29501669,78749,30.196533203125,-97.8586273193359,1.98,1,23,365000,1,6969,1755,6.66666666666667,2,3
"11293",13443,29502023,78739,30.1960411071777,-97.8880996704102,1.98,1,23,5e+05,5,5445,2861,9,4,4
"11294",13445,29496169,78749,30.203914642334,-97.8559722900391,1.98,1,26,380000,1,7187,2105,6.66666666666667,2,3
"11295",13446,29501668,78749,30.1964874267578,-97.8584442138672,1.98,1,23,335000,1,6969,1612,6.66666666666667,2,3
"11296",13447,29496164,78749,30.2036266326904,-97.8551406860352,1.98,1,28,359900,2,11325.6,1656,6.66666666666667,2,3
"11297",13448,29482036,78745,30.2181625366211,-97.7942504882812,1.98,0,58,464900,2,9452,1554,4.66666666666667,2,3
"11298",13449,29496163,78749,30.2037677764892,-97.8553237915039,1.98,1,27,419900,2,8319,1878,6.66666666666667,2,3
"11299",13450,70335022,78739,30.1903839111328,-97.9018325805664,1.98,1,17,625000,1,9626,3646,8.66666666666667,4,4
"11300",13451,29483035,78745,30.2166309356689,-97.8034286499023,1.98,0,53,419900,4,9931,2263,4.66666666666667,2,4
"11301",13452,29499661,78749,30.2010135650635,-97.8557052612305,1.98,1,23,369200,1,5793,1945,6.66666666666667,3,3
"11302",13453,64548022,78739,30.1928443908691,-97.9047775268555,1.98,1,18,624500,1,12196.8,3550,8.66666666666667,4,5
"11303",13454,29485079,78745,30.2120819091797,-97.7864303588867,1.98,0,51,619500,2,10105,1932,4,3,4
"11304",13455,29496156,78749,30.2046585083008,-97.8562393188477,1.98,1,26,440000,2,6969,2075,6.66666666666667,2,3
"11305",13456,58313034,78745,30.2212162017822,-97.7864303588867,1.98,0,63,369990,5,6577,1029,4,2,3
"11306",13457,58184521,78739,30.1960964202881,-97.88916015625,1.98,1,21,439000,3,5445,1821,9,3,3
"11307",13458,29499653,78749,30.2017612457275,-97.8547210693359,1.98,1,23,375000,1,6490,2324,6.66666666666667,3,4
"11308",13459,58316515,78739,30.1925220489502,-97.8973541259766,1.98,1,20,509000,4,8537,3062,8.66666666666667,3,4
"11309",13460,58314532,78745,30.2166633605957,-97.8135681152344,1.98,0,45,5e+05,3,6490,1413,4.66666666666667,2,3
"11310",13461,29496151,78749,30.2044715881348,-97.8545074462891,1.98,1,25,480000,3,6926,3510,6.66666666666667,3,4
"11311",13463,29496650,78749,30.2069263458252,-97.875358581543,1.98,1,23,467500,2,5797,2311,9,3,3
"11312",13464,58314531,78745,30.2167778015137,-97.8137054443359,1.98,0,45,364900,4,6359,1333,4.66666666666667,2,3
"11313",13465,29505013,78739,30.1922283172607,-97.8932037353516,1.98,1,33,449900,10,7187,2918,9,3,5
"11314",13466,29496149,78749,30.2047004699707,-97.8542175292969,1.98,1,27,420000,4,6882,2023,6.66666666666667,2,4
"11315",13467,119628012,78739,30.1824798583984,-97.907112121582,1.98,1,9,578000,1,7840,2601,9,4,4
"11316",13468,29496648,78749,30.2071781158447,-97.8752365112305,1.98,1,23,415000,4,5793,2401,9,3,4
"11317",13469,29505012,78739,30.1907463073731,-97.89111328125,1.98,1,32,539000,1,10846,2954,9,3,4
"11318",13470,29480028,78745,30.2247562408447,-97.7874374389648,1.98,0,64,359000,1,8102,1048,4,1,3
"11319",13471,29499646,78749,30.2021446228027,-97.8539352416992,1.98,1,22,325000,2,6272,1560,5.77869409033186,2,3
"11320",13472,58316510,78739,30.1922435760498,-97.8965225219727,1.98,1,20,524900,3,9452,3021,8.66666666666667,3,4
"11321",13473,29486027,78745,30.2119979858398,-97.8101501464844,1.98,0,50,354900,1,6141,1304,4,2,4
"11322",13474,29496146,78749,30.2051868438721,-97.8543014526367,1.98,1,27,410000,1,9583,1861,6.66666666666667,2,3
"11323",13475,70335009,78739,30.190034866333,-97.9037857055664,1.98,1,17,582500,3,9713,3515,8.66666666666667,4,4
"11324",13476,29482024,78745,30.2169628143311,-97.7925491333008,1.98,0,58,399000,1,9321,1182,4.66666666666667,2,3
"11325",13477,29495785,78749,30.2035732269287,-97.8474502563477,1.98,0,37,358000,5,6272,1677,4.66666666666667,3,3
"11326",13478,29485023,78745,30.2133712768555,-97.7857437133789,1.98,0,51,359900,5,9147,1662,4,2,4
"11327",13479,29505009,78739,30.1911392211914,-97.8915252685547,1.98,1,33,470000,6,7753,3328,9,4,6
"11328",13480,29483023,78745,30.2162055969238,-97.8034744262695,1.98,0,53,375000,1,10628,1428,4.66666666666667,2,4
"11329",13482,29502007,78739,30.1958732604981,-97.8857574462891,1.98,1,25,450000,2,8176,1508,9,2,2
"11330",13483,29496143,78749,30.2047653198242,-97.8547744750977,1.98,1,27,449900,1,9147,2059,6.66666666666667,3,3
"11331",13484,29482020,78745,30.2179279327392,-97.7924041748047,1.98,0,59,450000,1,9147,1444,4.66666666666667,2,4
"11332",13485,29496138,78749,30.2053604125977,-97.854736328125,1.98,1,26,395000,3,7361,2075,6.66666666666667,2,3
"11333",13486,70335005,78739,30.1904888153076,-97.9029846191406,1.98,1,17,569900,3,10018,3372,8.66666666666667,4,4
"11334",13488,58315018,78745,30.2111263275146,-97.8122940063477,1.98,0,49,389000,2,9104,1657,4,2,4
"11335",13489,64821005,78739,30.1874561309814,-97.9020309448242,1.98,1,19,499999,7,9191,2962,8.66666666666667,3,4
"11336",13490,29499634,78749,30.2022304534912,-97.8532638549805,1.98,1,22,350000,4,5793,1501,6.66666666666667,2,3
"11337",13491,58316504,78739,30.1895351409912,-97.8978958129883,1.98,1,20,550000,2,10890,2997,8.66666666666667,3,4
"11338",13492,29480017,78745,30.2257213592529,-97.7902908325195,1.98,0,66,239000,4,7753,1123,4,2,3
"11339",13493,58315016,78745,30.2112522125244,-97.8150405883789,1.98,0,45,449000,1,6359,1638,4.66666666666667,2,3
"11340",13494,29495629,78749,30.2045497894287,-97.8484497070312,1.98,0,36,285000,5,6054,1495,4.66666666666667,2.5,3
"11341",13495,29495626,78749,30.2040882110596,-97.8487319946289,1.98,0,36,4e+05,2,7623,1495,4.66666666666667,3,3
"11342",13496,29480014,78745,30.2254772186279,-97.789794921875,1.98,0,66,315000,3,7623,888,4,1,3
"11343",13497,29508002,78739,30.1824932098389,-97.8913345336914,1.98,1,27,499990,3,14374.8,2318,9,2,3
"11344",13498,120897013,78745,30.2146186828613,-97.8102340698242,1.98,1,10,419900,1,9016,1882,4,3,3
"11345",13499,29496124,78749,30.2042846679688,-97.8551406860352,1.98,1,26,450000,2,6882,2038,6.66666666666667,2,4
"11346",13500,70335001,78739,30.191614151001,-97.9022064208984,1.98,1,17,600600,1,8276,3515,8.66666666666667,4,4
"11347",13501,29483013,78745,30.2153301239014,-97.8040618896484,1.98,0,54,365000,10,11325.6,1388,4.66666666666667,2,3
"11348",13502,29482012,78745,30.2184810638428,-97.793830871582,1.98,0,60,430000,2,6751,1313,4.66666666666667,1,3
"11349",13503,29499619,78749,30.2023258209229,-97.8527755737305,1.98,1,22,250000,7,5880,2310,6.66666666666667,3,4
